"","OCCUPANCY_DATE","shelter_location_pair","capacity_actual_sum","capacity_funding_sum","occupied_sum","unoccupied_sum","unavailable_sum","occupancy_rate"
"1260",21-11-11,"82 - 1163",33,30,5,28,-3,0.151515151515152
"1261",21-11-12,"40 - 1114",224,232,224,0,8,1
"1262",21-11-12,"53 - 1103",58,77,54,4,19,0.931034482758621
"1263",21-11-12,"2 - 1066",34,73,34,0,39,1
"1264",21-11-12,"82 - 1163",33,30,5,28,-3,0.151515151515152
"1265",21-11-13,"40 - 1114",224,232,224,0,8,1
"1266",21-11-13,"53 - 1103",59,77,54,5,18,0.915254237288136
"1267",21-11-13,"2 - 1066",34,73,34,0,39,1
"1268",21-11-13,"82 - 1163",33,30,1,32,-3,0.0303030303030303
"1269",21-11-14,"40 - 1114",226,232,225,1,6,0.995575221238938
"1270",21-11-14,"53 - 1103",57,77,54,3,20,0.947368421052632
"1271",21-11-14,"2 - 1066",34,73,34,0,39,1
"1272",21-11-14,"82 - 1163",63,60,2,61,-3,0.0317460317460317
"1273",21-11-15,"40 - 1114",226,232,224,2,6,0.991150442477876
"1274",21-11-15,"53 - 1103",77,77,56,21,0,0.727272727272727
"1275",21-11-15,"2 - 1066",35,73,35,0,38,1
"1276",21-11-15,"82 - 1163",63,60,3,60,-3,0.0476190476190476
"1277",21-11-16,"40 - 1114",224,232,224,0,8,1
"1278",21-11-16,"53 - 1103",89,91,69,20,2,0.775280898876405
"1279",21-11-16,"2 - 1066",34,73,34,0,39,1
"1280",21-11-16,"82 - 1163",63,60,6,57,-3,0.0952380952380952
"1281",21-11-17,"40 - 1114",224,232,224,0,8,1
"1282",21-11-17,"53 - 1103",89,91,76,13,2,0.853932584269663
"1283",21-11-17,"2 - 1066",35,73,35,0,38,1
"1284",21-11-17,"82 - 1163",63,60,14,49,-3,0.222222222222222
"1285",21-11-18,"40 - 1114",223,232,223,0,9,1
"1286",21-11-18,"53 - 1103",86,91,75,11,5,0.872093023255814
"1287",21-11-18,"2 - 1066",36,73,36,0,37,1
"1288",21-11-18,"82 - 1163",63,60,14,49,-3,0.222222222222222
"1289",21-11-19,"40 - 1114",225,232,225,0,7,1
"1290",21-11-19,"53 - 1103",88,91,81,7,3,0.920454545454545
"1291",21-11-19,"2 - 1066",41,73,36,5,32,0.878048780487805
"1292",21-11-19,"82 - 1163",63,60,12,51,-3,0.19047619047619
"1293",21-11-20,"40 - 1114",227,232,226,1,5,0.995594713656388
"1294",21-11-20,"53 - 1103",88,91,81,7,3,0.920454545454545
"1295",21-11-20,"2 - 1066",42,73,37,5,31,0.880952380952381
"1296",21-11-20,"82 - 1163",63,60,11,52,-3,0.174603174603175
"1297",21-11-21,"40 - 1114",227,232,226,1,5,0.995594713656388
"1298",21-11-21,"53 - 1103",88,91,80,8,3,0.909090909090909
"1299",21-11-21,"2 - 1066",41,73,36,5,32,0.878048780487805
"1300",21-11-21,"82 - 1163",63,60,9,54,-3,0.142857142857143
"1301",21-11-22,"40 - 1114",227,232,227,0,5,1
"1302",21-11-22,"53 - 1103",87,91,81,6,4,0.931034482758621
"1303",21-11-22,"2 - 1066",41,73,36,5,32,0.878048780487805
"1304",21-11-22,"82 - 1163",63,60,12,51,-3,0.19047619047619
"1305",21-11-23,"40 - 1114",227,232,227,0,5,1
"1306",21-11-23,"53 - 1103",90,91,85,5,1,0.944444444444444
"1307",21-11-23,"2 - 1066",41,73,36,5,32,0.878048780487805
"1308",21-11-23,"82 - 1163",64,60,12,52,-4,0.1875
"1309",21-11-24,"40 - 1114",227,232,227,0,5,1
"1310",21-11-24,"53 - 1103",89,91,86,3,2,0.966292134831461
"1311",21-11-24,"2 - 1066",41,73,36,5,32,0.878048780487805
"1312",21-11-24,"82 - 1163",64,60,15,49,-4,0.234375
"1313",21-11-25,"40 - 1114",227,232,227,0,5,1
"1314",21-11-25,"53 - 1103",88,91,87,1,3,0.988636363636364
"1315",21-11-25,"2 - 1066",42,73,38,4,31,0.904761904761905
"1316",21-11-25,"82 - 1163",64,60,15,49,-4,0.234375
"1317",21-11-26,"40 - 1114",227,232,227,0,5,1
"1318",21-11-26,"53 - 1103",88,91,86,2,3,0.977272727272727
"1319",21-11-26,"2 - 1066",43,73,38,5,30,0.883720930232558
"1320",21-11-26,"82 - 1163",64,60,15,49,-4,0.234375
"1321",21-11-27,"40 - 1114",227,232,227,0,5,1
"1322",21-11-27,"53 - 1103",85,91,84,1,6,0.988235294117647
"1323",21-11-27,"2 - 1066",44,73,39,5,29,0.886363636363636
"1324",21-11-27,"82 - 1163",65,60,16,49,-5,0.246153846153846
"1325",21-11-28,"40 - 1114",227,232,227,0,5,1
"1326",21-11-28,"53 - 1103",85,91,84,1,6,0.988235294117647
"1327",21-11-28,"2 - 1066",44,73,39,5,29,0.886363636363636
"1328",21-11-28,"82 - 1163",65,60,14,51,-5,0.215384615384615
"1329",21-11-29,"40 - 1114",227,232,227,0,5,1
"1330",21-11-29,"53 - 1103",84,91,81,3,7,0.964285714285714
"1331",21-11-29,"2 - 1066",44,73,39,5,29,0.886363636363636
"1332",21-11-29,"82 - 1163",65,60,15,50,-5,0.230769230769231
"1333",21-11-30,"40 - 1114",228,232,228,0,4,1
"1334",21-11-30,"53 - 1103",84,91,83,1,7,0.988095238095238
"1335",21-11-30,"2 - 1066",44,73,39,5,29,0.886363636363636
"1336",21-11-30,"82 - 1163",65,60,10,55,-5,0.153846153846154
"1337",21-12-01,"40 - 1114",229,232,228,1,3,0.995633187772926
"1338",21-12-01,"53 - 1103",86,91,82,4,5,0.953488372093023
"1339",21-12-01,"2 - 1066",45,73,39,6,28,0.866666666666667
"1340",21-12-01,"82 - 1163",65,60,14,51,-5,0.215384615384615
"1341",21-12-02,"40 - 1114",226,232,226,0,6,1
"1342",21-12-02,"53 - 1103",81,91,81,0,10,1
"1343",21-12-02,"2 - 1066",45,73,38,7,28,0.844444444444444
"1344",21-12-02,"82 - 1163",65,60,14,51,-5,0.215384615384615
"1345",21-12-03,"40 - 1114",225,233,225,0,8,1
"1346",21-12-03,"53 - 1103",80,91,79,1,11,0.9875
"1347",21-12-03,"2 - 1066",44,73,38,6,29,0.863636363636364
"1348",21-12-03,"82 - 1163",65,60,12,53,-5,0.184615384615385
"1349",21-12-04,"40 - 1114",225,233,224,1,8,0.995555555555556
"1350",21-12-04,"53 - 1103",82,91,80,2,9,0.975609756097561
"1351",21-12-04,"2 - 1066",44,73,38,6,29,0.863636363636364
"1352",21-12-04,"82 - 1163",65,60,13,52,-5,0.2
"1353",21-12-05,"40 - 1114",225,233,223,2,8,0.991111111111111
"1354",21-12-05,"53 - 1103",83,91,82,1,8,0.987951807228916
"1355",21-12-05,"2 - 1066",45,73,39,6,28,0.866666666666667
"1356",21-12-05,"82 - 1163",65,60,13,52,-5,0.2
"1357",21-12-06,"40 - 1114",223,233,223,0,10,1
"1358",21-12-06,"53 - 1103",82,91,81,1,9,0.98780487804878
"1359",21-12-06,"2 - 1066",45,73,39,6,28,0.866666666666667
"1360",21-12-06,"82 - 1163",65,60,14,51,-5,0.215384615384615
"1361",21-12-07,"40 - 1114",222,233,222,0,11,1
"1362",21-12-07,"53 - 1103",85,91,83,2,6,0.976470588235294
"1363",21-12-07,"2 - 1066",45,73,41,4,28,0.911111111111111
"1364",21-12-07,"82 - 1163",65,60,16,49,-5,0.246153846153846
"1365",21-12-08,"40 - 1114",224,233,223,1,9,0.995535714285714
"1366",21-12-08,"53 - 1103",86,91,85,1,5,0.988372093023256
"1367",21-12-08,"2 - 1066",45,73,43,2,28,0.955555555555556
"1368",21-12-08,"82 - 1163",65,60,14,51,-5,0.215384615384615
"1369",21-12-09,"40 - 1114",228,233,226,2,5,0.991228070175439
"1370",21-12-09,"53 - 1103",85,91,85,0,6,1
"1371",21-12-09,"2 - 1066",45,73,43,2,28,0.955555555555556
"1372",21-12-09,"82 - 1163",65,60,17,48,-5,0.261538461538462
"1373",21-12-10,"40 - 1114",226,233,226,0,7,1
"1374",21-12-10,"53 - 1103",84,91,84,0,7,1
"1375",21-12-10,"2 - 1066",45,73,43,2,28,0.955555555555556
"1376",21-12-10,"82 - 1163",65,60,21,44,-5,0.323076923076923
"1377",21-12-11,"40 - 1114",226,233,225,1,7,0.995575221238938
"1378",21-12-11,"53 - 1103",84,91,84,0,7,1
"1379",21-12-11,"2 - 1066",45,73,43,2,28,0.955555555555556
"1380",21-12-11,"82 - 1163",65,60,18,47,-5,0.276923076923077
"1381",21-12-12,"40 - 1114",226,233,225,1,7,0.995575221238938
"1382",21-12-12,"53 - 1103",84,91,84,0,7,1
"1383",21-12-12,"2 - 1066",45,73,44,1,28,0.977777777777778
"1384",21-12-12,"82 - 1163",65,60,12,53,-5,0.184615384615385
"1385",21-12-13,"40 - 1114",225,233,225,0,8,1
"1386",21-12-13,"53 - 1103",84,91,84,0,7,1
"1387",21-12-13,"2 - 1066",45,73,44,1,28,0.977777777777778
"1388",21-12-13,"82 - 1163",65,60,15,50,-5,0.230769230769231
"1389",21-12-14,"40 - 1114",226,233,226,0,7,1
"1390",21-12-14,"53 - 1103",88,91,88,0,3,1
"1391",21-12-14,"2 - 1066",45,73,44,1,28,0.977777777777778
"1392",21-12-14,"82 - 1163",65,60,16,49,-5,0.246153846153846
"1393",21-12-15,"40 - 1114",225,233,225,0,8,1
"1394",21-12-15,"53 - 1103",88,91,87,1,3,0.988636363636364
"1395",21-12-15,"2 - 1066",45,73,43,2,28,0.955555555555556
"1396",21-12-15,"82 - 1163",65,60,12,53,-5,0.184615384615385
"1397",21-12-16,"40 - 1114",224,233,224,0,9,1
"1398",21-12-16,"53 - 1103",89,91,87,2,2,0.97752808988764
"1399",21-12-16,"2 - 1066",44,73,42,2,29,0.954545454545455
"1400",21-12-16,"82 - 1163",65,60,13,52,-5,0.2
"1401",21-12-17,"40 - 1114",225,233,225,0,8,1
"1402",21-12-17,"53 - 1103",87,91,87,0,4,1
"1403",21-12-17,"2 - 1066",45,73,43,2,28,0.955555555555556
"1404",21-12-17,"82 - 1163",65,60,22,43,-5,0.338461538461538
"1405",21-12-18,"40 - 1114",225,233,223,2,8,0.991111111111111
"1406",21-12-18,"53 - 1103",87,91,87,0,4,1
"1407",21-12-18,"2 - 1066",45,73,44,1,28,0.977777777777778
"1408",21-12-18,"82 - 1163",65,60,17,48,-5,0.261538461538462
"1409",21-12-19,"40 - 1114",225,233,225,0,8,1
"1410",21-12-19,"53 - 1103",87,91,87,0,4,1
"1411",21-12-19,"2 - 1066",45,73,44,1,28,0.977777777777778
"1412",21-12-19,"82 - 1163",65,60,14,51,-5,0.215384615384615
"1413",21-12-20,"40 - 1114",226,233,226,0,7,1
"1414",21-12-20,"53 - 1103",87,91,85,2,4,0.977011494252874
"1415",21-12-20,"2 - 1066",45,73,45,0,28,1
"1416",21-12-20,"82 - 1163",65,60,19,46,-5,0.292307692307692
"1417",21-12-21,"40 - 1114",226,233,226,0,7,1
"1418",21-12-21,"53 - 1103",86,91,85,1,5,0.988372093023256
"1419",21-12-21,"2 - 1066",44,73,44,0,29,1
"1420",21-12-21,"82 - 1163",65,60,27,38,-5,0.415384615384615
"1421",21-12-22,"40 - 1114",225,233,225,0,8,1
"1422",21-12-22,"53 - 1103",85,91,84,1,6,0.988235294117647
"1423",21-12-22,"2 - 1066",44,73,44,0,29,1
"1424",21-12-22,"82 - 1163",67,60,37,30,-7,0.552238805970149
"1425",21-12-23,"40 - 1114",227,233,224,3,6,0.986784140969163
"1426",21-12-23,"53 - 1103",86,91,86,0,5,1
"1427",21-12-23,"2 - 1066",44,73,44,0,29,1
"1428",21-12-23,"82 - 1163",70,60,44,26,-10,0.628571428571429
"1429",21-12-24,"40 - 1114",226,233,226,0,7,1
"1430",21-12-24,"53 - 1103",86,91,86,0,5,1
"1431",21-12-24,"2 - 1066",44,73,44,0,29,1
"1432",21-12-24,"82 - 1163",70,60,37,33,-10,0.528571428571429
"1433",21-12-25,"40 - 1114",227,233,227,0,6,1
"1434",21-12-25,"53 - 1103",87,91,87,0,4,1
"1435",21-12-25,"2 - 1066",45,73,45,0,28,1
"1436",21-12-25,"82 - 1163",70,60,40,30,-10,0.571428571428571
"1437",21-12-26,"40 - 1114",227,233,227,0,6,1
"1438",21-12-26,"53 - 1103",85,91,85,0,6,1
"1439",21-12-26,"2 - 1066",45,73,45,0,28,1
"1440",21-12-26,"82 - 1163",70,60,41,29,-10,0.585714285714286
"1441",21-12-27,"40 - 1114",227,233,227,0,6,1
"1442",21-12-27,"53 - 1103",85,91,85,0,6,1
"1443",21-12-27,"2 - 1066",45,73,45,0,28,1
"1444",21-12-27,"82 - 1163",70,60,48,22,-10,0.685714285714286
"1445",21-12-28,"40 - 1114",228,233,228,0,5,1
"1446",21-12-28,"53 - 1103",87,91,87,0,4,1
"1447",21-12-28,"2 - 1066",45,73,45,0,28,1
"1448",21-12-28,"82 - 1163",70,60,49,21,-10,0.7
"1449",21-12-29,"40 - 1114",228,233,228,0,5,1
"1450",21-12-29,"53 - 1103",88,91,87,1,3,0.988636363636364
"1451",21-12-29,"2 - 1066",45,73,45,0,28,1
"1452",21-12-29,"82 - 1163",74,60,55,19,-14,0.743243243243243
"1453",21-12-30,"40 - 1114",228,233,227,1,5,0.995614035087719
"1454",21-12-30,"53 - 1103",89,91,88,1,2,0.98876404494382
"1455",21-12-30,"2 - 1066",45,73,45,0,28,1
"1456",21-12-30,"82 - 1163",76,60,62,14,-16,0.815789473684211
"1457",21-12-31,"40 - 1114",228,233,227,1,5,0.995614035087719
"1458",21-12-31,"53 - 1103",89,91,88,1,2,0.98876404494382
"1459",21-12-31,"2 - 1066",46,73,45,1,27,0.978260869565217
"1460",21-12-31,"82 - 1163",78,60,59,19,-18,0.756410256410256
"1461",22-01-01,"40 - 1114",226,233,226,0,7,1
"1462",22-01-01,"53 - 1103",89,91,88,1,2,0.98876404494382
"1463",22-01-01,"2 - 1066",46,73,46,0,27,1
"1464",22-01-01,"82 - 1163",150,142,115,35,-8,0.766666666666667
"1465",22-01-02,"40 - 1114",226,233,226,0,7,1
"1466",22-01-02,"53 - 1103",88,91,87,1,3,0.988636363636364
"1467",22-01-02,"2 - 1066",45,73,45,0,28,1
"1468",22-01-02,"82 - 1163",150,142,112,38,-8,0.746666666666667
"1469",22-01-03,"40 - 1114",226,233,224,2,7,0.991150442477876
"1470",22-01-03,"53 - 1103",88,91,86,2,3,0.977272727272727
"1471",22-01-03,"2 - 1066",45,73,45,0,28,1
"1472",22-01-03,"82 - 1163",151,142,118,33,-9,0.781456953642384
"1473",22-01-04,"40 - 1114",224,233,223,1,9,0.995535714285714
"1474",22-01-04,"53 - 1103",87,91,87,0,4,1
"1475",22-01-04,"2 - 1066",44,73,44,0,29,1
"1476",22-01-04,"82 - 1163",152,142,117,35,-10,0.769736842105263
"1477",22-01-05,"40 - 1114",215,233,215,0,18,1
"1478",22-01-05,"53 - 1103",88,91,88,0,3,1
"1479",22-01-05,"2 - 1066",45,73,45,0,28,1
"1480",22-01-05,"82 - 1163",152,142,119,33,-10,0.782894736842105
"1481",22-01-06,"40 - 1114",215,233,214,1,18,0.995348837209302
"1482",22-01-06,"53 - 1103",88,91,88,0,3,1
"1483",22-01-06,"2 - 1066",45,73,45,0,28,1
"1484",22-01-06,"82 - 1163",153,142,118,35,-11,0.77124183006536
"1485",22-01-07,"40 - 1114",213,233,213,0,20,1
"1486",22-01-07,"53 - 1103",88,91,88,0,3,1
"1487",22-01-07,"2 - 1066",45,73,45,0,28,1
"1488",22-01-07,"82 - 1163",132,142,113,19,10,0.856060606060606
"1489",22-01-08,"40 - 1114",213,233,212,1,20,0.995305164319249
"1490",22-01-08,"53 - 1103",88,91,88,0,3,1
"1491",22-01-08,"2 - 1066",45,73,45,0,28,1
"1492",22-01-08,"82 - 1163",134,142,110,24,8,0.82089552238806
"1493",22-01-09,"40 - 1114",213,233,212,1,20,0.995305164319249
"1494",22-01-09,"53 - 1103",88,91,88,0,3,1
"1495",22-01-09,"2 - 1066",45,73,45,0,28,1
"1496",22-01-09,"82 - 1163",147,142,107,40,-5,0.727891156462585
"1497",22-01-10,"40 - 1114",212,233,212,0,21,1
"1498",22-01-10,"53 - 1103",88,91,88,0,3,1
"1499",22-01-10,"2 - 1066",45,73,45,0,28,1
"1500",22-01-10,"82 - 1163",139,112,104,35,-27,0.748201438848921
"1501",22-01-11,"40 - 1114",215,233,215,0,18,1
"1502",22-01-11,"53 - 1103",89,91,89,0,2,1
"1503",22-01-11,"2 - 1066",45,73,45,0,28,1
"1504",22-01-11,"82 - 1163",139,112,102,37,-27,0.733812949640288
"1505",22-01-12,"40 - 1114",218,233,217,1,15,0.995412844036697
"1506",22-01-12,"53 - 1103",89,91,89,0,2,1
"1507",22-01-12,"2 - 1066",45,50,45,0,5,1
"1508",22-01-12,"82 - 1163",139,112,104,35,-27,0.748201438848921
"1509",22-01-13,"40 - 1114",221,233,221,0,12,1
"1510",22-01-13,"53 - 1103",89,91,89,0,2,1
"1511",22-01-13,"2 - 1066",45,50,45,0,5,1
"1512",22-01-13,"82 - 1163",136,112,109,27,-24,0.801470588235294
"1513",22-01-14,"40 - 1114",221,233,221,0,12,1
"1514",22-01-14,"53 - 1103",89,91,89,0,2,1
"1515",22-01-14,"2 - 1066",45,50,45,0,5,1
"1516",22-01-14,"82 - 1163",143,142,110,33,-1,0.769230769230769
"1517",22-01-15,"40 - 1114",221,233,220,1,12,0.995475113122172
"1518",22-01-15,"53 - 1103",89,91,89,0,2,1
"1519",22-01-15,"2 - 1066",45,50,45,0,5,1
"1520",22-01-15,"82 - 1163",138,112,107,31,-26,0.77536231884058
"1521",22-01-16,"40 - 1114",220,233,220,0,13,1
"1522",22-01-16,"53 - 1103",184,186,153,31,2,0.831521739130435
"1523",22-01-16,"2 - 1066",45,50,45,0,5,1
"1524",22-01-16,"82 - 1163",138,112,109,29,-26,0.789855072463768
"1525",22-01-17,"40 - 1114",219,233,219,0,14,1
"1526",22-01-17,"53 - 1103",162,186,162,0,24,1
"1527",22-01-17,"2 - 1066",45,58,45,0,13,1
"1528",22-01-17,"82 - 1163",140,112,111,29,-28,0.792857142857143
"1529",22-01-18,"40 - 1114",219,233,219,0,14,1
"1530",22-01-18,"53 - 1103",169,186,162,7,17,0.958579881656805
"1531",22-01-18,"2 - 1066",45,58,45,0,13,1
"1532",22-01-18,"82 - 1163",140,112,107,33,-28,0.764285714285714
"1533",22-01-19,"40 - 1114",220,233,220,0,13,1
"1534",22-01-19,"53 - 1103",169,186,166,3,17,0.982248520710059
"1535",22-01-19,"2 - 1066",45,58,45,0,13,1
"1536",22-01-19,"82 - 1163",141,112,104,37,-29,0.737588652482269
"1537",22-01-20,"40 - 1114",223,233,223,0,10,1
"1538",22-01-20,"53 - 1103",168,186,166,2,18,0.988095238095238
"1539",22-01-20,"2 - 1066",45,45,45,0,0,1
"1540",22-01-20,"82 - 1163",141,112,95,46,-29,0.673758865248227
"1541",22-01-21,"40 - 1114",225,233,225,0,8,1
"1542",22-01-21,"53 - 1103",171,186,166,5,15,0.970760233918129
"1543",22-01-21,"2 - 1066",45,58,45,0,13,1
"1544",22-01-21,"82 - 1163",149,142,86,63,-7,0.577181208053691
"1545",22-01-22,"40 - 1114",225,233,225,0,8,1
"1546",22-01-22,"53 - 1103",171,186,165,6,15,0.964912280701754
"1547",22-01-22,"2 - 1066",45,58,45,0,13,1
"1548",22-01-22,"82 - 1163",141,112,81,60,-29,0.574468085106383
"1549",22-01-23,"40 - 1114",226,233,225,1,7,0.995575221238938
"1550",22-01-23,"53 - 1103",173,186,164,9,13,0.947976878612717
"1551",22-01-23,"2 - 1066",45,58,45,0,13,1
"1552",22-01-23,"82 - 1163",141,112,76,65,-29,0.539007092198582
"1553",22-01-24,"40 - 1114",225,233,225,0,8,1
"1554",22-01-24,"53 - 1103",175,186,167,8,11,0.954285714285714
"1555",22-01-24,"2 - 1066",45,58,45,0,13,1
"1556",22-01-24,"82 - 1163",141,112,69,72,-29,0.48936170212766
"1557",22-01-25,"40 - 1114",226,233,226,0,7,1
"1558",22-01-25,"53 - 1103",175,186,170,5,11,0.971428571428571
"1559",22-01-25,"2 - 1066",45,58,45,0,13,1
"1560",22-01-25,"82 - 1163",56,112,56,0,56,1
"1561",22-01-26,"40 - 1114",229,233,229,0,4,1
"1562",22-01-26,"53 - 1103",171,186,167,4,15,0.976608187134503
"1563",22-01-26,"2 - 1066",44,58,44,0,14,1
"1564",22-01-26,"82 - 1163",57,112,52,5,55,0.912280701754386
"1565",22-01-27,"40 - 1114",227,233,227,0,6,1
"1566",22-01-27,"53 - 1103",175,186,169,6,11,0.965714285714286
"1567",22-01-27,"2 - 1066",44,58,44,0,14,1
"1568",22-01-27,"82 - 1163",51,30,33,18,-21,0.647058823529412
"1569",22-01-28,"40 - 1114",225,233,225,0,8,1
"1570",22-01-28,"53 - 1103",179,186,171,8,7,0.955307262569832
"1571",22-01-28,"2 - 1066",46,58,46,0,12,1
"1572",22-01-28,"82 - 1163",54,30,26,28,-24,0.481481481481481
"1573",22-01-29,"40 - 1114",225,233,225,0,8,1
"1574",22-01-29,"53 - 1103",181,186,178,3,5,0.983425414364641
"1575",22-01-29,"2 - 1066",46,58,46,0,12,1
"1576",22-01-29,"82 - 1163",55,30,29,26,-25,0.527272727272727
"1577",22-01-30,"40 - 1114",223,233,223,0,10,1
"1578",22-01-30,"53 - 1103",181,186,180,1,5,0.994475138121547
"1579",22-01-30,"2 - 1066",46,58,46,0,12,1
"1580",22-01-30,"82 - 1163",54,30,28,26,-24,0.518518518518518
"1581",22-01-31,"40 - 1114",223,233,223,0,10,1
"1582",22-01-31,"53 - 1103",178,186,178,0,8,1
"1583",22-01-31,"2 - 1066",46,58,46,0,12,1
"1584",22-01-31,"82 - 1163",68,30,27,41,-38,0.397058823529412
"1585",22-02-01,"40 - 1114",222,233,222,0,11,1
"1586",22-02-01,"53 - 1103",179,186,179,0,7,1
"1587",22-02-01,"2 - 1066",44,58,44,0,14,1
"1588",22-02-01,"82 - 1163",68,30,28,40,-38,0.411764705882353
"1589",22-02-02,"40 - 1114",222,233,222,0,11,1
"1590",22-02-02,"53 - 1103",181,186,178,3,5,0.983425414364641
"1591",22-02-02,"2 - 1066",42,58,42,0,16,1
"1592",22-02-02,"82 - 1163",68,30,27,41,-38,0.397058823529412
"1593",22-02-03,"40 - 1114",224,233,224,0,9,1
"1594",22-02-03,"53 - 1103",181,186,181,0,5,1
"1595",22-02-03,"2 - 1066",42,58,42,0,16,1
"1596",22-02-03,"82 - 1163",79,60,28,51,-19,0.354430379746835
"1597",22-02-04,"40 - 1114",225,233,224,1,8,0.995555555555556
"1598",22-02-04,"53 - 1103",181,186,181,0,5,1
"1599",22-02-04,"2 - 1066",42,58,42,0,16,1
"1600",22-02-04,"82 - 1163",79,60,29,50,-19,0.367088607594937
"1601",22-02-05,"40 - 1114",225,233,225,0,8,1
"1602",22-02-05,"53 - 1103",177,186,175,2,9,0.988700564971751
"1603",22-02-05,"2 - 1066",43,58,43,0,15,1
"1604",22-02-05,"82 - 1163",79,60,29,50,-19,0.367088607594937
"1605",22-02-06,"40 - 1114",224,233,224,0,9,1
"1606",22-02-06,"53 - 1103",177,186,177,0,9,1
"1607",22-02-06,"2 - 1066",42,58,42,0,16,1
"1608",22-02-06,"82 - 1163",79,60,27,52,-19,0.341772151898734
"1609",22-02-07,"40 - 1114",224,233,224,0,9,1
"1610",22-02-07,"53 - 1103",181,186,177,4,5,0.977900552486188
"1611",22-02-07,"2 - 1066",41,58,41,0,17,1
"1612",22-02-07,"82 - 1163",68,30,21,47,-38,0.308823529411765
"1613",22-02-08,"40 - 1114",224,233,224,0,9,1
"1614",22-02-08,"53 - 1103",182,186,174,8,4,0.956043956043956
"1615",22-02-08,"2 - 1066",41,58,41,0,17,1
"1616",22-02-08,"82 - 1163",85,60,26,59,-25,0.305882352941176
"1617",22-02-09,"40 - 1114",224,233,224,0,9,1
"1618",22-02-09,"53 - 1103",181,186,175,6,5,0.966850828729282
"1619",22-02-09,"2 - 1066",41,58,41,0,17,1
"1620",22-02-09,"82 - 1163",85,60,28,57,-25,0.329411764705882
"1621",22-02-10,"40 - 1114",222,233,222,0,11,1
"1622",22-02-10,"53 - 1103",182,186,176,6,4,0.967032967032967
"1623",22-02-10,"2 - 1066",41,58,41,0,17,1
"1624",22-02-10,"82 - 1163",85,60,28,57,-25,0.329411764705882
"1625",22-02-11,"40 - 1114",224,233,224,0,9,1
"1626",22-02-11,"53 - 1103",181,186,177,4,5,0.977900552486188
"1627",22-02-11,"2 - 1066",41,58,41,0,17,1
"1628",22-02-11,"82 - 1163",85,60,26,59,-25,0.305882352941176
"1629",22-02-12,"40 - 1114",224,233,224,0,9,1
"1630",22-02-12,"53 - 1103",180,186,176,4,6,0.977777777777778
"1631",22-02-12,"2 - 1066",41,58,41,0,17,1
"1632",22-02-12,"82 - 1163",80,60,29,51,-20,0.3625
"1633",22-02-13,"40 - 1114",224,233,224,0,9,1
"1634",22-02-13,"53 - 1103",179,186,176,3,7,0.983240223463687
"1635",22-02-13,"2 - 1066",41,58,41,0,17,1
"1636",22-02-13,"82 - 1163",80,60,26,54,-20,0.325
"1637",22-02-14,"40 - 1114",223,233,223,0,10,1
"1638",22-02-14,"53 - 1103",179,186,176,3,7,0.983240223463687
"1639",22-02-14,"2 - 1066",39,58,39,0,19,1
"1640",22-02-14,"82 - 1163",80,60,23,57,-20,0.2875
"1641",22-02-15,"40 - 1114",222,233,222,0,11,1
"1642",22-02-15,"53 - 1103",177,186,175,2,9,0.988700564971751
"1643",22-02-15,"2 - 1066",39,58,39,0,19,1
"1644",22-02-15,"82 - 1163",80,60,22,58,-20,0.275
"1645",22-02-16,"40 - 1114",219,233,219,0,14,1
"1646",22-02-16,"53 - 1103",177,186,176,1,9,0.994350282485876
"1647",22-02-16,"2 - 1066",39,58,39,0,19,1
"1648",22-02-16,"82 - 1163",81,60,22,59,-21,0.271604938271605
"1649",22-02-17,"40 - 1114",221,233,221,0,12,1
"1650",22-02-17,"53 - 1103",176,186,176,0,10,1
"1651",22-02-17,"2 - 1066",39,58,39,0,19,1
"1652",22-02-17,"82 - 1163",79,60,22,57,-19,0.278481012658228
"1653",22-02-18,"40 - 1114",223,233,221,2,10,0.991031390134529
"1654",22-02-18,"53 - 1103",179,186,177,2,7,0.988826815642458
"1655",22-02-18,"2 - 1066",39,58,39,0,19,1
"1656",22-02-18,"82 - 1163",79,60,19,60,-19,0.240506329113924
"1657",22-02-19,"40 - 1114",223,233,222,1,10,0.995515695067265
"1658",22-02-19,"53 - 1103",178,186,176,2,8,0.98876404494382
"1659",22-02-19,"2 - 1066",40,58,40,0,18,1
"1660",22-02-19,"82 - 1163",79,60,19,60,-19,0.240506329113924
"1661",22-02-20,"40 - 1114",221,233,221,0,12,1
"1662",22-02-20,"53 - 1103",177,186,176,1,9,0.994350282485876
"1663",22-02-20,"2 - 1066",41,58,41,0,17,1
"1664",22-02-20,"82 - 1163",79,60,19,60,-19,0.240506329113924
"1665",22-02-21,"40 - 1114",221,233,221,0,12,1
"1666",22-02-21,"53 - 1103",177,186,176,1,9,0.994350282485876
"1667",22-02-21,"2 - 1066",41,58,41,0,17,1
"1668",22-02-21,"82 - 1163",79,60,17,62,-19,0.215189873417722
"1669",22-02-22,"40 - 1114",221,233,221,0,12,1
"1670",22-02-22,"53 - 1103",181,186,177,4,5,0.977900552486188
"1671",22-02-22,"2 - 1066",41,58,41,0,17,1
"1672",22-02-22,"82 - 1163",79,60,13,66,-19,0.164556962025316
"1673",22-02-23,"40 - 1114",224,233,224,0,9,1
"1674",22-02-23,"53 - 1103",179,186,176,3,7,0.983240223463687
"1675",22-02-23,"2 - 1066",41,58,41,0,17,1
