"","OCCUPANCY_DATE","shelter_location_pair","capacity_actual_sum","capacity_funding_sum","occupied_sum","unoccupied_sum","unavailable_sum","occupancy_rate"
"5389",2024-03-26,"82 - 1163",158,148,158,0,-10,1
"5390",2024-03-27,"40 - 1320",206,207,206,0,1,1
"5391",2024-03-27,"40 - 1114",228,231,228,0,3,1
"5392",2024-03-27,"2 - 1066",50,40,50,0,-10,1
"5393",2024-03-27,"82 - 1163",157,148,157,0,-9,1
"5394",2024-03-28,"40 - 1320",207,207,207,0,0,1
"5395",2024-03-28,"40 - 1114",226,231,226,0,5,1
"5396",2024-03-28,"2 - 1066",50,40,50,0,-10,1
"5397",2024-03-28,"82 - 1163",157,148,157,0,-9,1
"5398",2024-03-29,"40 - 1320",206,207,206,0,1,1
"5399",2024-03-29,"40 - 1114",228,231,227,1,3,0.995614035087719
"5400",2024-03-29,"2 - 1066",50,40,50,0,-10,1
"5401",2024-03-29,"82 - 1163",162,148,161,1,-14,0.993827160493827
"5402",2024-03-30,"40 - 1320",206,207,206,0,1,1
"5403",2024-03-30,"40 - 1114",227,231,227,0,4,1
"5404",2024-03-30,"2 - 1066",50,40,50,0,-10,1
"5405",2024-03-30,"82 - 1163",162,148,162,0,-14,1
"5406",2024-03-31,"40 - 1320",206,207,206,0,1,1
"5407",2024-03-31,"40 - 1114",227,231,227,0,4,1
"5408",2024-03-31,"2 - 1066",50,40,50,0,-10,1
"5409",2024-03-31,"82 - 1163",162,148,162,0,-14,1
"5410",2024-04-01,"40 - 1320",204,207,204,0,3,1
"5411",2024-04-01,"40 - 1114",226,231,226,0,5,1
"5412",2024-04-01,"2 - 1066",50,40,50,0,-10,1
"5413",2024-04-01,"82 - 1163",162,148,162,0,-14,1
"5414",2024-04-02,"40 - 1320",204,207,204,0,3,1
"5415",2024-04-02,"40 - 1114",226,231,226,0,5,1
"5416",2024-04-02,"2 - 1066",50,40,50,0,-10,1
"5417",2024-04-02,"82 - 1163",161,148,161,0,-13,1
"5418",2024-04-03,"40 - 1320",205,207,204,1,2,0.995121951219512
"5419",2024-04-03,"40 - 1114",227,231,227,0,4,1
"5420",2024-04-03,"2 - 1066",50,40,50,0,-10,1
"5421",2024-04-03,"82 - 1163",161,148,161,0,-13,1
"5422",2024-04-04,"40 - 1320",204,207,204,0,3,1
"5423",2024-04-04,"40 - 1114",226,231,226,0,5,1
"5424",2024-04-04,"2 - 1066",50,40,50,0,-10,1
"5425",2024-04-04,"82 - 1163",160,148,160,0,-12,1
"5426",2024-04-05,"40 - 1320",204,207,204,0,3,1
"5427",2024-04-05,"40 - 1114",226,231,226,0,5,1
"5428",2024-04-05,"2 - 1066",50,40,50,0,-10,1
"5429",2024-04-05,"82 - 1163",162,148,162,0,-14,1
"5430",2024-04-06,"40 - 1320",206,207,204,2,1,0.990291262135922
"5431",2024-04-06,"40 - 1114",226,231,226,0,5,1
"5432",2024-04-06,"2 - 1066",50,40,50,0,-10,1
"5433",2024-04-06,"82 - 1163",162,148,162,0,-14,1
"5434",2024-04-07,"40 - 1320",206,207,206,0,1,1
"5435",2024-04-07,"40 - 1114",226,231,226,0,5,1
"5436",2024-04-07,"2 - 1066",50,40,50,0,-10,1
"5437",2024-04-07,"82 - 1163",160,148,160,0,-12,1
"5438",2024-04-08,"40 - 1320",206,207,206,0,1,1
"5439",2024-04-08,"40 - 1114",228,231,228,0,3,1
"5440",2024-04-08,"2 - 1066",49,40,49,0,-9,1
"5441",2024-04-08,"82 - 1163",163,148,163,0,-15,1
"5442",2024-04-09,"40 - 1320",206,207,206,0,1,1
"5443",2024-04-09,"40 - 1114",228,231,228,0,3,1
"5444",2024-04-09,"2 - 1066",49,40,49,0,-9,1
"5445",2024-04-09,"82 - 1163",163,148,163,0,-15,1
"5446",2024-04-10,"40 - 1320",207,207,206,1,0,0.995169082125604
"5447",2024-04-10,"40 - 1114",228,231,228,0,3,1
"5448",2024-04-10,"2 - 1066",50,40,50,0,-10,1
"5449",2024-04-10,"82 - 1163",164,148,164,0,-16,1
"5450",2024-04-11,"40 - 1320",207,207,207,0,0,1
"5451",2024-04-11,"40 - 1114",229,231,229,0,2,1
"5452",2024-04-11,"2 - 1066",50,40,50,0,-10,1
"5453",2024-04-11,"82 - 1163",167,148,167,0,-19,1
"5454",2024-04-12,"40 - 1320",207,207,207,0,0,1
"5455",2024-04-12,"40 - 1114",229,231,228,1,2,0.995633187772926
"5456",2024-04-12,"2 - 1066",50,40,50,0,-10,1
"5457",2024-04-12,"82 - 1163",166,148,163,3,-18,0.981927710843373
"5458",2024-04-13,"40 - 1320",207,207,207,0,0,1
"5459",2024-04-13,"40 - 1114",227,231,226,1,4,0.995594713656388
"5460",2024-04-13,"2 - 1066",49,40,49,0,-9,1
"5461",2024-04-13,"82 - 1163",163,148,163,0,-15,1
"5462",2024-04-14,"40 - 1320",207,207,207,0,0,1
"5463",2024-04-14,"40 - 1114",227,231,226,1,4,0.995594713656388
"5464",2024-04-14,"2 - 1066",48,40,48,0,-8,1
"5465",2024-04-14,"82 - 1163",163,148,163,0,-15,1
"5466",2024-04-15,"40 - 1320",206,207,206,0,1,1
"5467",2024-04-15,"40 - 1114",226,231,226,0,5,1
"5468",2024-04-15,"2 - 1066",48,40,48,0,-8,1
"5469",2024-04-15,"82 - 1163",163,148,163,0,-15,1
"5470",2024-04-16,"40 - 1320",206,207,206,0,1,1
"5471",2024-04-16,"40 - 1114",225,231,225,0,6,1
"5472",2024-04-16,"2 - 1066",48,40,48,0,-8,1
"5473",2024-04-16,"82 - 1163",163,148,163,0,-15,1
"5474",2024-04-17,"40 - 1320",206,207,206,0,1,1
"5475",2024-04-17,"40 - 1114",225,231,225,0,6,1
"5476",2024-04-17,"2 - 1066",48,40,48,0,-8,1
"5477",2024-04-17,"82 - 1163",161,148,161,0,-13,1
"5478",2024-04-18,"40 - 1320",206,207,206,0,1,1
"5479",2024-04-18,"40 - 1114",226,231,226,0,5,1
"5480",2024-04-18,"2 - 1066",49,40,49,0,-9,1
"5481",2024-04-18,"82 - 1163",160,148,160,0,-12,1
"5482",2024-04-19,"40 - 1320",206,207,205,1,1,0.995145631067961
"5483",2024-04-19,"40 - 1114",228,231,227,1,3,0.995614035087719
"5484",2024-04-19,"2 - 1066",49,40,49,0,-9,1
"5485",2024-04-19,"82 - 1163",160,148,160,0,-12,1
"5486",2024-04-20,"40 - 1320",205,207,205,0,2,1
"5487",2024-04-20,"40 - 1114",228,231,228,0,3,1
"5488",2024-04-20,"2 - 1066",48,40,48,0,-8,1
"5489",2024-04-20,"82 - 1163",161,148,161,0,-13,1
"5490",2024-04-21,"40 - 1320",206,207,206,0,1,1
"5491",2024-04-21,"40 - 1114",228,231,228,0,3,1
"5492",2024-04-21,"2 - 1066",48,40,48,0,-8,1
"5493",2024-04-21,"82 - 1163",160,148,160,0,-12,1
"5494",2024-04-22,"40 - 1320",206,207,206,0,1,1
"5495",2024-04-22,"40 - 1114",228,231,228,0,3,1
"5496",2024-04-22,"2 - 1066",48,40,48,0,-8,1
"5497",2024-04-22,"82 - 1163",160,148,160,0,-12,1
"5498",2024-04-23,"40 - 1320",207,207,207,0,0,1
"5499",2024-04-23,"40 - 1114",228,231,228,0,3,1
"5500",2024-04-23,"2 - 1066",49,40,49,0,-9,1
"5501",2024-04-23,"82 - 1163",159,148,159,0,-11,1
"5502",2024-04-24,"40 - 1320",207,207,207,0,0,1
"5503",2024-04-24,"40 - 1114",229,231,228,1,2,0.995633187772926
"5504",2024-04-24,"2 - 1066",49,40,49,0,-9,1
"5505",2024-04-24,"82 - 1163",160,148,160,0,-12,1
"5506",2024-04-25,"40 - 1320",207,207,207,0,0,1
"5507",2024-04-25,"40 - 1114",228,231,228,0,3,1
"5508",2024-04-25,"2 - 1066",49,40,49,0,-9,1
"5509",2024-04-25,"82 - 1163",162,148,162,0,-14,1
"5510",2024-04-26,"40 - 1320",207,207,207,0,0,1
"5511",2024-04-26,"40 - 1114",228,231,228,0,3,1
"5512",2024-04-26,"2 - 1066",49,40,49,0,-9,1
"5513",2024-04-26,"82 - 1163",163,148,163,0,-15,1
"5514",2024-04-27,"40 - 1320",207,207,207,0,0,1
"5515",2024-04-27,"40 - 1114",228,231,228,0,3,1
"5516",2024-04-27,"2 - 1066",49,40,49,0,-9,1
"5517",2024-04-27,"82 - 1163",162,148,162,0,-14,1
"5518",2024-04-28,"40 - 1320",207,207,207,0,0,1
"5519",2024-04-28,"40 - 1114",228,231,228,0,3,1
"5520",2024-04-28,"2 - 1066",49,40,49,0,-9,1
"5521",2024-04-28,"82 - 1163",162,148,162,0,-14,1
"5522",2024-04-29,"40 - 1320",207,207,207,0,0,1
"5523",2024-04-29,"40 - 1114",228,231,228,0,3,1
"5524",2024-04-29,"2 - 1066",49,40,49,0,-9,1
"5525",2024-04-29,"82 - 1163",166,148,166,0,-18,1
"5526",2024-04-30,"40 - 1320",207,207,207,0,0,1
"5527",2024-04-30,"40 - 1114",229,231,229,0,2,1
"5528",2024-04-30,"2 - 1066",49,40,49,0,-9,1
"5529",2024-04-30,"82 - 1163",164,148,164,0,-16,1
"5530",2024-05-01,"40 - 1320",207,207,207,0,0,1
"5531",2024-05-01,"40 - 1114",229,231,229,0,2,1
"5532",2024-05-01,"2 - 1066",49,40,49,0,-9,1
"5533",2024-05-01,"82 - 1163",168,148,168,0,-20,1
"5534",2024-05-02,"40 - 1320",207,207,207,0,0,1
"5535",2024-05-02,"40 - 1114",229,231,229,0,2,1
"5536",2024-05-02,"2 - 1066",50,40,50,0,-10,1
"5537",2024-05-02,"82 - 1163",171,148,171,0,-23,1
"5538",2024-05-03,"40 - 1320",207,207,207,0,0,1
"5539",2024-05-03,"40 - 1114",229,231,229,0,2,1
"5540",2024-05-03,"2 - 1066",50,40,50,0,-10,1
"5541",2024-05-03,"82 - 1163",165,148,161,4,-17,0.975757575757576
"5542",2024-05-04,"40 - 1320",207,207,207,0,0,1
"5543",2024-05-04,"40 - 1114",229,231,229,0,2,1
"5544",2024-05-04,"2 - 1066",50,40,50,0,-10,1
"5545",2024-05-04,"82 - 1163",162,148,162,0,-14,1
"5546",2024-05-05,"40 - 1320",207,207,207,0,0,1
"5547",2024-05-05,"40 - 1114",229,231,229,0,2,1
"5548",2024-05-05,"2 - 1066",50,40,50,0,-10,1
"5549",2024-05-05,"82 - 1163",161,148,161,0,-13,1
"5550",2024-05-06,"40 - 1320",207,207,207,0,0,1
"5551",2024-05-06,"40 - 1114",230,231,230,0,1,1
"5552",2024-05-06,"2 - 1066",50,40,50,0,-10,1
"5553",2024-05-06,"82 - 1163",162,148,162,0,-14,1
"5554",2024-05-07,"40 - 1320",207,207,207,0,0,1
"5555",2024-05-07,"40 - 1114",230,231,230,0,1,1
"5556",2024-05-07,"2 - 1066",50,40,50,0,-10,1
"5557",2024-05-07,"82 - 1163",162,148,162,0,-14,1
"5558",2024-05-08,"40 - 1320",207,207,207,0,0,1
"5559",2024-05-08,"40 - 1114",229,231,229,0,2,1
"5560",2024-05-08,"2 - 1066",50,40,50,0,-10,1
"5561",2024-05-08,"82 - 1163",163,148,163,0,-15,1
"5562",2024-05-09,"40 - 1320",207,207,207,0,0,1
"5563",2024-05-09,"40 - 1114",227,231,227,0,4,1
"5564",2024-05-09,"2 - 1066",50,40,50,0,-10,1
"5565",2024-05-09,"82 - 1163",162,148,162,0,-14,1
"5566",2024-05-10,"40 - 1320",207,207,207,0,0,1
"5567",2024-05-10,"40 - 1114",228,231,227,1,3,0.995614035087719
"5568",2024-05-10,"2 - 1066",50,40,50,0,-10,1
"5569",2024-05-10,"82 - 1163",163,148,163,0,-15,1
"5570",2024-05-11,"40 - 1320",207,207,207,0,0,1
"5571",2024-05-11,"40 - 1114",226,231,226,0,5,1
"5572",2024-05-11,"2 - 1066",50,40,50,0,-10,1
"5573",2024-05-11,"82 - 1163",163,148,163,0,-15,1
"5574",2024-05-12,"40 - 1320",207,207,207,0,0,1
"5575",2024-05-12,"40 - 1114",226,231,226,0,5,1
"5576",2024-05-12,"2 - 1066",50,40,50,0,-10,1
"5577",2024-05-12,"82 - 1163",161,148,161,0,-13,1
"5578",2024-05-13,"40 - 1320",207,207,207,0,0,1
"5579",2024-05-13,"40 - 1114",228,231,228,0,3,1
"5580",2024-05-13,"2 - 1066",50,40,50,0,-10,1
"5581",2024-05-13,"82 - 1163",164,148,164,0,-16,1
"5582",2024-05-14,"40 - 1320",207,207,206,1,0,0.995169082125604
"5583",2024-05-14,"40 - 1114",229,231,229,0,2,1
"5584",2024-05-14,"2 - 1066",50,40,50,0,-10,1
"5585",2024-05-14,"82 - 1163",160,148,160,0,-12,1
"5586",2024-05-15,"40 - 1320",207,207,206,1,0,0.995169082125604
"5587",2024-05-15,"40 - 1114",229,231,229,0,2,1
"5588",2024-05-15,"2 - 1066",50,40,50,0,-10,1
"5589",2024-05-15,"82 - 1163",160,148,160,0,-12,1
"5590",2024-05-16,"40 - 1320",207,207,207,0,0,1
"5591",2024-05-16,"40 - 1114",229,231,229,0,2,1
"5592",2024-05-16,"2 - 1066",50,40,50,0,-10,1
"5593",2024-05-16,"82 - 1163",158,148,158,0,-10,1
"5594",2024-05-17,"40 - 1320",207,207,207,0,0,1
"5595",2024-05-17,"40 - 1114",229,231,229,0,2,1
"5596",2024-05-17,"2 - 1066",50,40,50,0,-10,1
"5597",2024-05-17,"82 - 1163",162,148,162,0,-14,1
"5598",2024-05-18,"40 - 1320",207,207,207,0,0,1
"5599",2024-05-18,"40 - 1114",229,231,229,0,2,1
"5600",2024-05-18,"2 - 1066",50,40,50,0,-10,1
"5601",2024-05-18,"82 - 1163",162,148,162,0,-14,1
"5602",2024-05-19,"40 - 1320",207,207,207,0,0,1
"5603",2024-05-19,"40 - 1114",229,231,229,0,2,1
"5604",2024-05-19,"2 - 1066",50,40,50,0,-10,1
"5605",2024-05-19,"82 - 1163",164,148,164,0,-16,1
"5606",2024-05-20,"40 - 1320",207,207,207,0,0,1
"5607",2024-05-20,"40 - 1114",229,231,229,0,2,1
"5608",2024-05-20,"2 - 1066",50,40,50,0,-10,1
"5609",2024-05-20,"82 - 1163",162,148,162,0,-14,1
"5610",2024-05-21,"40 - 1320",207,207,207,0,0,1
"5611",2024-05-21,"40 - 1114",229,231,229,0,2,1
"5612",2024-05-21,"2 - 1066",50,40,50,0,-10,1
"5613",2024-05-21,"82 - 1163",162,148,162,0,-14,1
"5614",2024-05-22,"40 - 1320",207,207,207,0,0,1
"5615",2024-05-22,"40 - 1114",229,231,229,0,2,1
"5616",2024-05-22,"2 - 1066",50,40,50,0,-10,1
"5617",2024-05-22,"82 - 1163",162,148,162,0,-14,1
"5618",2024-05-23,"40 - 1320",207,207,207,0,0,1
"5619",2024-05-23,"40 - 1114",229,231,229,0,2,1
"5620",2024-05-23,"2 - 1066",50,40,50,0,-10,1
"5621",2024-05-23,"82 - 1163",163,148,163,0,-15,1
"5622",2024-05-24,"40 - 1320",207,207,207,0,0,1
"5623",2024-05-24,"40 - 1114",228,231,228,0,3,1
"5624",2024-05-24,"2 - 1066",50,40,50,0,-10,1
"5625",2024-05-24,"82 - 1163",164,148,164,0,-16,1
"5626",2024-05-25,"40 - 1320",207,207,207,0,0,1
"5627",2024-05-25,"40 - 1114",229,231,229,0,2,1
"5628",2024-05-25,"2 - 1066",50,40,50,0,-10,1
"5629",2024-05-25,"82 - 1163",163,148,163,0,-15,1
"5630",2024-05-26,"40 - 1320",207,207,207,0,0,1
"5631",2024-05-26,"40 - 1114",229,231,229,0,2,1
"5632",2024-05-26,"2 - 1066",50,40,50,0,-10,1
"5633",2024-05-26,"82 - 1163",162,148,162,0,-14,1
"5634",2024-05-27,"40 - 1320",207,207,207,0,0,1
"5635",2024-05-27,"40 - 1114",230,231,230,0,1,1
"5636",2024-05-27,"2 - 1066",50,40,50,0,-10,1
"5637",2024-05-27,"82 - 1163",160,148,160,0,-12,1
"5638",2024-05-28,"40 - 1320",207,207,207,0,0,1
"5639",2024-05-28,"40 - 1114",230,231,230,0,1,1
"5640",2024-05-28,"2 - 1066",50,40,50,0,-10,1
"5641",2024-05-28,"82 - 1163",160,148,160,0,-12,1
"5642",2024-05-29,"40 - 1320",207,207,207,0,0,1
"5643",2024-05-29,"40 - 1114",230,231,230,0,1,1
"5644",2024-05-29,"2 - 1066",50,40,50,0,-10,1
"5645",2024-05-29,"82 - 1163",160,148,160,0,-12,1
"5646",2024-05-30,"40 - 1320",207,207,207,0,0,1
"5647",2024-05-30,"40 - 1114",230,231,230,0,1,1
"5648",2024-05-30,"2 - 1066",50,40,50,0,-10,1
"5649",2024-05-30,"82 - 1163",159,148,159,0,-11,1
"5650",2024-05-31,"40 - 1320",207,207,207,0,0,1
"5651",2024-05-31,"40 - 1114",230,231,230,0,1,1
"5652",2024-05-31,"2 - 1066",50,40,50,0,-10,1
"5653",2024-05-31,"82 - 1163",157,148,157,0,-9,1
"5654",2024-06-01,"40 - 1320",206,207,206,0,1,1
"5655",2024-06-01,"40 - 1114",229,231,229,0,2,1
"5656",2024-06-01,"2 - 1066",49,40,49,0,-9,1
"5657",2024-06-01,"82 - 1163",156,134,156,0,-22,1
"5658",2024-06-02,"40 - 1320",207,207,207,0,0,1
"5659",2024-06-02,"40 - 1114",229,231,229,0,2,1
"5660",2024-06-02,"2 - 1066",49,40,49,0,-9,1
"5661",2024-06-02,"82 - 1163",157,148,157,0,-9,1
"5662",2024-06-03,"40 - 1320",207,207,206,1,0,0.995169082125604
"5663",2024-06-03,"40 - 1114",228,231,228,0,3,1
"5664",2024-06-03,"2 - 1066",49,40,49,0,-9,1
"5665",2024-06-03,"82 - 1163",158,148,158,0,-10,1
"5666",2024-06-04,"40 - 1320",207,207,206,1,0,0.995169082125604
"5667",2024-06-04,"40 - 1114",228,231,228,0,3,1
"5668",2024-06-04,"2 - 1066",48,40,48,0,-8,1
"5669",2024-06-04,"82 - 1163",157,148,157,0,-9,1
"5670",2024-06-05,"40 - 1320",207,207,207,0,0,1
"5671",2024-06-05,"40 - 1114",228,231,228,0,3,1
"5672",2024-06-05,"2 - 1066",48,40,48,0,-8,1
"5673",2024-06-05,"82 - 1163",158,148,158,0,-10,1
"5674",2024-06-06,"40 - 1320",207,207,207,0,0,1
"5675",2024-06-06,"40 - 1114",228,231,228,0,3,1
"5676",2024-06-06,"2 - 1066",48,40,48,0,-8,1
"5677",2024-06-06,"82 - 1163",158,148,158,0,-10,1
"5678",2024-06-07,"40 - 1320",207,207,207,0,0,1
"5679",2024-06-07,"40 - 1114",228,231,228,0,3,1
"5680",2024-06-07,"2 - 1066",48,40,48,0,-8,1
"5681",2024-06-07,"82 - 1163",159,148,159,0,-11,1
"5682",2024-06-08,"40 - 1320",207,207,207,0,0,1
"5683",2024-06-08,"40 - 1114",227,231,227,0,4,1
"5684",2024-06-08,"2 - 1066",47,40,47,0,-7,1
"5685",2024-06-08,"82 - 1163",158,148,158,0,-10,1
"5686",2024-06-09,"40 - 1320",207,207,207,0,0,1
"5687",2024-06-09,"40 - 1114",227,231,227,0,4,1
"5688",2024-06-09,"2 - 1066",47,40,47,0,-7,1
"5689",2024-06-09,"82 - 1163",158,148,158,0,-10,1
"5690",2024-06-10,"40 - 1320",207,207,207,0,0,1
"5691",2024-06-10,"40 - 1114",228,231,228,0,3,1
"5692",2024-06-10,"2 - 1066",47,40,47,0,-7,1
"5693",2024-06-10,"82 - 1163",160,148,160,0,-12,1
"5694",2024-06-11,"40 - 1320",207,207,207,0,0,1
"5695",2024-06-11,"40 - 1114",227,231,226,1,4,0.995594713656388
"5696",2024-06-11,"2 - 1066",47,40,47,0,-7,1
"5697",2024-06-11,"82 - 1163",160,148,160,0,-12,1
"5698",2024-06-12,"40 - 1320",207,207,207,0,0,1
"5699",2024-06-12,"40 - 1114",229,231,228,1,2,0.995633187772926
"5700",2024-06-12,"2 - 1066",48,40,48,0,-8,1
"5701",2024-06-12,"82 - 1163",157,148,157,0,-9,1
"5702",2024-06-13,"40 - 1320",207,207,207,0,0,1
"5703",2024-06-13,"40 - 1114",229,231,228,1,2,0.995633187772926
"5704",2024-06-13,"2 - 1066",48,40,48,0,-8,1
"5705",2024-06-13,"82 - 1163",159,148,158,1,-11,0.993710691823899
"5706",2024-06-14,"40 - 1320",207,207,207,0,0,1
"5707",2024-06-14,"40 - 1114",229,231,229,0,2,1
"5708",2024-06-14,"2 - 1066",48,40,48,0,-8,1
"5709",2024-06-14,"82 - 1163",161,148,161,0,-13,1
"5710",2024-06-15,"40 - 1320",207,207,207,0,0,1
"5711",2024-06-15,"40 - 1114",229,231,229,0,2,1
"5712",2024-06-15,"2 - 1066",48,40,48,0,-8,1
"5713",2024-06-15,"82 - 1163",161,148,161,0,-13,1
"5714",2024-06-16,"40 - 1320",207,207,207,0,0,1
"5715",2024-06-16,"40 - 1114",229,231,229,0,2,1
"5716",2024-06-16,"2 - 1066",48,40,48,0,-8,1
"5717",2024-06-16,"82 - 1163",163,148,162,1,-15,0.993865030674847
"5718",2024-06-17,"40 - 1320",206,207,206,0,1,1
"5719",2024-06-17,"40 - 1114",230,231,230,0,1,1
"5720",2024-06-17,"2 - 1066",48,40,48,0,-8,1
"5721",2024-06-17,"82 - 1163",167,148,167,0,-19,1
"5722",2024-06-18,"40 - 1320",207,207,207,0,0,1
"5723",2024-06-18,"40 - 1114",231,231,231,0,0,1
"5724",2024-06-18,"2 - 1066",48,40,48,0,-8,1
"5725",2024-06-18,"82 - 1163",168,148,168,0,-20,1
"5726",2024-06-19,"40 - 1320",207,207,207,0,0,1
"5727",2024-06-19,"40 - 1114",231,231,231,0,0,1
"5728",2024-06-19,"2 - 1066",48,40,48,0,-8,1
"5729",2024-06-19,"82 - 1163",170,148,170,0,-22,1
"5730",2024-06-20,"40 - 1320",207,207,207,0,0,1
"5731",2024-06-20,"40 - 1114",231,231,231,0,0,1
"5732",2024-06-20,"2 - 1066",48,40,48,0,-8,1
"5733",2024-06-20,"82 - 1163",172,148,172,0,-24,1
"5734",2024-06-21,"40 - 1320",207,207,207,0,0,1
"5735",2024-06-21,"40 - 1114",231,231,231,0,0,1
"5736",2024-06-21,"2 - 1066",48,40,48,0,-8,1
"5737",2024-06-21,"82 - 1163",171,148,171,0,-23,1
"5738",2024-06-22,"40 - 1320",207,207,207,0,0,1
"5739",2024-06-22,"40 - 1114",231,231,231,0,0,1
"5740",2024-06-22,"2 - 1066",48,40,48,0,-8,1
"5741",2024-06-22,"82 - 1163",171,148,171,0,-23,1
"5742",2024-06-23,"40 - 1320",207,207,207,0,0,1
"5743",2024-06-23,"40 - 1114",231,231,231,0,0,1
"5744",2024-06-23,"2 - 1066",48,40,48,0,-8,1
"5745",2024-06-23,"82 - 1163",171,148,171,0,-23,1
"5746",2024-06-24,"40 - 1320",207,207,207,0,0,1
"5747",2024-06-24,"40 - 1114",231,231,231,0,0,1
"5748",2024-06-24,"2 - 1066",48,40,48,0,-8,1
"5749",2024-06-24,"82 - 1163",167,148,167,0,-19,1
"5750",2024-06-25,"40 - 1320",207,207,207,0,0,1
"5751",2024-06-25,"40 - 1114",231,231,231,0,0,1
"5752",2024-06-25,"2 - 1066",48,40,48,0,-8,1
"5753",2024-06-25,"82 - 1163",170,148,169,1,-22,0.994117647058824
"5754",2024-06-26,"40 - 1320",207,207,207,0,0,1
"5755",2024-06-26,"40 - 1114",231,231,231,0,0,1
"5756",2024-06-26,"2 - 1066",47,40,47,0,-7,1
"5757",2024-06-26,"82 - 1163",168,148,168,0,-20,1
"5758",2024-06-27,"40 - 1320",207,207,207,0,0,1
"5759",2024-06-27,"40 - 1114",231,231,231,0,0,1
"5760",2024-06-27,"2 - 1066",47,40,47,0,-7,1
"5761",2024-06-27,"82 - 1163",165,148,163,2,-17,0.987878787878788
"5762",2024-06-28,"40 - 1320",207,207,207,0,0,1
"5763",2024-06-28,"40 - 1114",230,231,230,0,1,1
"5764",2024-06-28,"2 - 1066",47,40,47,0,-7,1
"5765",2024-06-28,"82 - 1163",161,148,161,0,-13,1
"5766",2024-06-29,"40 - 1320",207,207,207,0,0,1
"5767",2024-06-29,"40 - 1114",230,231,230,0,1,1
"5768",2024-06-29,"2 - 1066",47,40,47,0,-7,1
"5769",2024-06-29,"82 - 1163",163,148,163,0,-15,1
"5770",2024-06-30,"40 - 1320",207,207,207,0,0,1
"5771",2024-06-30,"40 - 1114",229,231,229,0,2,1
"5772",2024-06-30,"2 - 1066",47,40,47,0,-7,1
"5773",2024-06-30,"82 - 1163",163,148,163,0,-15,1
"5774",2024-07-01,"40 - 1320",207,207,207,0,0,1
"5775",2024-07-01,"40 - 1114",228,231,228,0,3,1
"5776",2024-07-01,"2 - 1066",47,40,47,0,-7,1
"5777",2024-07-01,"82 - 1163",163,148,163,0,-15,1
"5778",2024-07-02,"40 - 1320",206,207,206,0,1,1
"5779",2024-07-02,"40 - 1114",228,231,228,0,3,1
"5780",2024-07-02,"2 - 1066",47,40,47,0,-7,1
"5781",2024-07-02,"82 - 1163",162,148,162,0,-14,1
"5782",2024-07-03,"40 - 1320",207,207,207,0,0,1
"5783",2024-07-03,"40 - 1114",228,231,228,0,3,1
"5784",2024-07-03,"2 - 1066",47,40,47,0,-7,1
"5785",2024-07-03,"82 - 1163",161,148,161,0,-13,1
"5786",2024-07-04,"40 - 1320",207,207,207,0,0,1
"5787",2024-07-04,"40 - 1114",228,231,228,0,3,1
"5788",2024-07-04,"2 - 1066",47,40,47,0,-7,1
"5789",2024-07-04,"82 - 1163",162,148,162,0,-14,1
"5790",2024-07-05,"40 - 1320",207,207,207,0,0,1
"5791",2024-07-05,"40 - 1114",230,231,230,0,1,1
"5792",2024-07-05,"2 - 1066",47,40,47,0,-7,1
"5793",2024-07-05,"82 - 1163",164,148,164,0,-16,1
"5794",2024-07-06,"40 - 1320",207,207,207,0,0,1
"5795",2024-07-06,"40 - 1114",230,231,230,0,1,1
"5796",2024-07-06,"2 - 1066",47,40,47,0,-7,1
"5797",2024-07-06,"82 - 1163",164,148,164,0,-16,1
"5798",2024-07-07,"40 - 1320",207,207,207,0,0,1
"5799",2024-07-07,"40 - 1114",230,231,230,0,1,1
"5800",2024-07-07,"2 - 1066",47,40,47,0,-7,1
"5801",2024-07-07,"82 - 1163",164,148,164,0,-16,1
"5802",2024-07-08,"40 - 1320",207,207,207,0,0,1
"5803",2024-07-08,"40 - 1114",231,231,230,1,0,0.995670995670996
"5804",2024-07-08,"2 - 1066",47,40,47,0,-7,1
"5805",2024-07-08,"82 - 1163",163,148,163,0,-15,1
"5806",2024-07-09,"40 - 1320",207,207,206,1,0,0.995169082125604
"5807",2024-07-09,"40 - 1114",229,231,229,0,2,1
"5808",2024-07-09,"2 - 1066",47,40,47,0,-7,1
"5809",2024-07-09,"82 - 1163",161,148,161,0,-13,1
"5810",2024-07-10,"40 - 1320",206,207,206,0,1,1
"5811",2024-07-10,"40 - 1114",229,231,229,0,2,1
"5812",2024-07-10,"2 - 1066",47,40,47,0,-7,1
"5813",2024-07-10,"82 - 1163",160,148,160,0,-12,1
"5814",2024-07-11,"40 - 1320",207,207,207,0,0,1
"5815",2024-07-11,"40 - 1114",229,231,229,0,2,1
"5816",2024-07-11,"2 - 1066",47,40,47,0,-7,1
"5817",2024-07-11,"82 - 1163",161,148,161,0,-13,1
"5818",2024-07-12,"40 - 1320",207,207,207,0,0,1
"5819",2024-07-12,"40 - 1114",229,231,228,1,2,0.995633187772926
"5820",2024-07-12,"2 - 1066",47,40,47,0,-7,1
"5821",2024-07-12,"82 - 1163",161,148,161,0,-13,1
"5822",2024-07-13,"40 - 1320",207,207,207,0,0,1
"5823",2024-07-13,"40 - 1114",229,231,228,1,2,0.995633187772926
"5824",2024-07-13,"2 - 1066",47,40,47,0,-7,1
